text,label
Sushi Roll,dish
Corn Cheese Balls,dish
Price Varies later,not_dish
Hot discussion,not_dish
Mutton Korma,dish
Sushi Roll,dish
Margherita Pizza,dish
Sushi Roll,dish
Lamb Curry,dish
Tandoori Roti,dish
Combo Offer collection,not_dish
Extra Cheese often,not_dish
Spicy often,not_dish
Dal Dhokli,dish
Extra Cheese western,not_dish
Sushi Roll,dish
Tandoori Roti,dish
Serving Size fire,not_dish
Served Daily administration,not_dish
Sushi Roll,dish
Hot anyone,not_dish
Add-ons camera,not_dish
Taxes Extra goal,not_dish
Paneer Tikka,dish
Sushi Roll,dish
Served Daily wrong,not_dish
Butter Chicken,dish
Dal Makhani,dish
Fish Fry,dish
New Arrival article,not_dish
Veg Shepherd’s Pie,dish
Combo Offer carry,not_dish
Dal Makhani,dish
Extra Cheese conference,not_dish
Serving Size visit,not_dish
Fish Fry,dish
Serving Size world,not_dish
Served Daily able,not_dish
Taxes Extra painting,not_dish
Spicy single,not_dish
Serving Size provide,not_dish
No Onion positive,not_dish
Cold teacher,not_dish
Sushi Roll,dish
Cold student,not_dish
Paneer Tikka,dish
Add-ons make,not_dish
Price Varies treatment,not_dish
Dal Makhani,dish
Taxes Extra analysis,not_dish
Cold age,not_dish
Chicken Biryani,dish
Paneer Tikka,dish
Add-ons myself,not_dish
Paneer Tikka,dish
New Arrival detail,not_dish
Lamb Curry,dish
Paneer Tikka,dish
Tandoori Roti,dish
Margherita Pizza,dish
Spicy sometimes,not_dish
Combo Offer garden,not_dish
Mutton Korma,dish
Butter Chicken,dish
Hot fine,not_dish
Butter Chicken,dish
Serving Size spend,not_dish
Combo Offer car,not_dish
Paneer Tikka,dish
Dal Makhani,dish
Fish Fry,dish
Add-ons candidate,not_dish
Serving Size commercial,not_dish
Serving Size whole,not_dish
Fish Fry,dish
Sushi Roll,dish
New Arrival apply,not_dish
Last Order 9:45pm,not_dish
Margherita Pizza,dish
New Arrival stay,not_dish
Add-ons strong,not_dish
Dinner Deal,not_dish
Paneer Tikka,dish
Mutton Korma,dish
Combo Offer green,not_dish
New Arrival fact,not_dish
Serving Size provide,not_dish
Chicken Biryani,dish
Taxes Extra public,not_dish
Chef's Special add,not_dish
Cold everybody,not_dish
Paneer Tikka,dish
Fish Fry,dish
Cold issue,not_dish
Chef's Special work,not_dish
Margherita Pizza,dish
Sushi Roll,dish
Chef's Special wonder,not_dish
Tandoori Roti,dish
Tandoori Roti,dish
Paneer Tikka,dish
Served Daily traditional,not_dish
Dal Makhani,dish
Serving Size easy,not_dish
Combo Offer central,not_dish
New Arrival behavior,not_dish
Lamb Curry,dish
Bulk Order,not_dish
Tandoori Roti,dish
Price Varies establish,not_dish
Paneer Tikka,dish
Chicken Biryani,dish
OPEN,not_dish
Chef's Special true,not_dish
Fish Fry,dish
Price Varies travel,not_dish
Sushi Roll,dish
Sushi Roll,dish
Butter Chicken,dish
Price Varies adult,not_dish
Extra Cheese book,not_dish
New Arrival quite,not_dish
Price Varies after,not_dish
Tandoori Roti,dish
Fish Fry,dish
Veg Fried Rice,dish
Lamb Curry,dish
Dal Makhani,dish
Fish Fry,dish
Hot ten,not_dish
New Arrival himself,not_dish
Chef's Special place,not_dish
Taxes Extra where,not_dish
Lamb Curry,dish
No Onion condition,not_dish
Paneer Tikka,dish
Tandoori Roti,dish
Taxes Extra paper,not_dish
Cold year,not_dish
Crispy Corn,dish
Cold forget,not_dish
Tandoori Roti,dish
Tandoori Roti,dish
Combo Offer laugh,not_dish
Add-ons expect,not_dish
Dal Makhani,dish
Spicy force,not_dish
Serving Size popular,not_dish
Price Varies article,not_dish
No Onion picture,not_dish
Margherita Pizza,dish
Chicken Biryani,dish
Lamb Curry,dish
Sushi Roll,dish
Combo Offer support,not_dish
Spicy manager,not_dish
Chef's Special what,not_dish
Tandoori Roti,dish
Tandoori Roti,dish
New Arrival whom,not_dish
Butter Chicken,dish
Margherita Pizza,dish
Fish Fry,dish
Mutton Korma,dish
Mutton Korma,dish
Serving Size second,not_dish
Sushi Roll,dish
Price Varies single,not_dish
Lamb Curry,dish
Taxes Extra official,not_dish
Mutton Korma,dish
Lamb Curry,dish
Peking Duck,dish
Combo Offer expect,not_dish
Serving Size pretty,not_dish
Taxes Extra kid,not_dish
Dal Makhani,dish
Tandoori Roti,dish
Serving Size natural,not_dish
Table Number,not_dish
Price Varies training,not_dish
Served Daily between,not_dish
Tandoori Roti,dish
Served Daily majority,not_dish
Served Daily fill,not_dish
Spicy yard,not_dish
Taxes Extra majority,not_dish
Tandoori Roti,dish
Half Plate,not_dish
Extra Cheese pull,not_dish
Fish Fry,dish
Chicken Biryani,dish
Taxes Extra remember,not_dish
Mutton Korma,dish
Tandoori Roti,dish
Tandoori Roti,dish
Hot add,not_dish
Cold become,not_dish
Served Daily hope,not_dish
Served Daily clearly,not_dish
Chicken Biryani,dish
Margherita Pizza,dish
Dal Makhani,dish
Murgh Malai,dish
Dal Makhani,dish
No Onion simply,not_dish
Add-ons prepare,not_dish
Served Daily area,not_dish
Served Daily news,not_dish
Serving Size more,not_dish
Sushi Roll,dish
Tandoori Roti,dish
Sushi Roll,dish
Fish Fry,dish
Butter Chicken,dish
Mutton Korma,dish
Cold about,not_dish
Margherita Pizza,dish
Paneer Tikka,dish
Mutton Korma,dish
Add-ons sense,not_dish
Butter Chicken,dish
Add-ons wall,not_dish
New Arrival rise,not_dish
Sushi Roll,dish
Cold Coffee,dish
Serving Size but,not_dish
Hot away,not_dish
Chicken Biryani,dish
Served Daily share,not_dish
Mutton Korma,dish
Combo Offer best,not_dish
Tandoori Roti,dish
Butter Chicken,dish
Bill Details,not_dish
Combo Offer structure,not_dish
Price Varies side,not_dish
Served Daily yard,not_dish
Dal Makhani,dish
Dal Makhani,dish
Chef's Special majority,not_dish
Mutton Korma,dish
Tandoori Roti,dish
Serving Size bit,not_dish
Mutton Korma,dish
Serving Size drive,not_dish
Extra Cheese sister,not_dish
Extra Cheese trouble,not_dish
Butter Chicken,dish
No Onion Republican,not_dish
Serving Size money,not_dish
Dal Makhani,dish
Serving Size into,not_dish
Combo Offer value,not_dish
Served Daily line,not_dish
Fish Fry,dish
Combo Offer decision,not_dish
Tandoori Roti,dish
Sushi Roll,dish
New Arrival firm,not_dish
Extra Cheese ever,not_dish
Lamb Curry,dish
Served Daily me,not_dish
Fish Fry,dish
Extra Cheese exactly,not_dish
Fruit Custard,dish
No Onion win,not_dish
Hot relate,not_dish
Sushi Roll,dish
Chicken Chettinad,dish
Extra Cheese prepare,not_dish
Sticky Toffee Pudding,dish
Dal Makhani,dish
Spicy avoid,not_dish
Pickup Only,not_dish
Chicken Biryani,dish
Serving Size contain,not_dish
Prawn Koliwada,dish
New Arrival machine,not_dish
Tandoori Roti,dish
Sushi Roll,dish
Fish Fry,dish
Hot assume,not_dish
Chef's Special at,not_dish
Chef's Special grow,not_dish
Add-ons happen,not_dish
Extra Cheese water,not_dish
Mutton Korma,dish
Fish Fry,dish
Chef's Special life,not_dish
Extra Cheese hit,not_dish
Paneer Tikka,dish
Spicy computer,not_dish
Margherita Pizza,dish
Chicken Biryani,dish
Extra Cheese lose,not_dish
Dal Makhani,dish
Chef's Special leave,not_dish
Lamb Curry,dish
Hot whole,not_dish
Hot stage,not_dish
Extra Cheese check,not_dish
Fish Fry,dish
Margherita Pizza,dish
Sushi Roll,dish
Dine-In Only,not_dish
Sushi Roll,dish
Cold clear,not_dish
Thai Green Curry,dish
Price Varies western,not_dish
Paneer Tikka,dish
Cold nor,not_dish
Sushi Roll,dish
Lamb Curry,dish
Price Varies until,not_dish
Chef's Special through,not_dish
Spicy positive,not_dish
Lamb Curry,dish
Margherita Pizza,dish
Chicken Biryani,dish
Chicken Biryani,dish
Extra Cheese box,not_dish
Dal Makhani,dish
Lamb Curry,dish
Taxes Extra certainly,not_dish
Price Varies deep,not_dish
Served Daily positive,not_dish
Chef's Special control,not_dish
Price Varies production,not_dish
Sushi Roll,dish
Paneer Tikka,dish
Price Varies field,not_dish
Sushi Roll,dish
Paneer Tikka,dish
Lamb Curry,dish
Mutton Korma,dish
Chicken Schnitzel,dish
Fish Fry,dish
Sushi Roll,dish
Paneer Tikka,dish
Spicy exist,not_dish
Mutton Korma,dish
Mutton Korma,dish
Sambar Dosa,dish
Chicken Biryani,dish
Chicken Biryani,dish
Combo Offer receive,not_dish
Spicy eye,not_dish
Extra Cheese long,not_dish
Butter Chicken,dish
Margherita Pizza,dish
Cold work,not_dish
Chef's Special five,not_dish
Combo Offer memory,not_dish
Butter Chicken,dish
New Arrival alone,not_dish
Combo Offer population,not_dish
Add-ons staff,not_dish
Fish Fry,dish
Paneer Tikka,dish
Combo Offer voice,not_dish
Margherita Pizza,dish
Butter Chicken,dish
Serving Size evidence,not_dish
Spicy PM,not_dish
Sushi Roll,dish
Spicy call,not_dish
Chef's Special save,not_dish
Taxes Extra rich,not_dish
Butter Chicken,dish
Chef's Special yes,not_dish
Serving Size card,not_dish
Chef's Special himself,not_dish
Margherita Pizza,dish
Price Varies have,not_dish
Paneer Tikka,dish
Tandoori Roti,dish
Lamb Curry,dish
Margherita Pizza,dish
Sushi Roll,dish
Paneer Tikka,dish
Paneer Tikka,dish
Butter Chicken,dish
Taxes Extra near,not_dish
Spicy indicate,not_dish
Chicken Biryani,dish
Serving Size where,not_dish
Price Varies thank,not_dish
Lamb Curry,dish
Fish Fry,dish
Serving Size treatment,not_dish
Hot idea,not_dish
Hot result,not_dish
AC Hall,not_dish
Served Daily outside,not_dish
Serving Size compare,not_dish
Margherita Pizza,dish
Chef's Special box,not_dish
Hot marriage,not_dish
Lamb Curry,dish
Combo Offer foot,not_dish
Fish Fry,dish
OTP Required,not_dish
No Onion green,not_dish
Cold officer,not_dish
Cold must,not_dish
Spicy sell,not_dish
Fish Fry,dish
Fish Fry,dish
Hot suffer,not_dish
Cold international,not_dish
Chef's Special term,not_dish
Mutton Korma,dish
No Onion section,not_dish
Chicken Biryani,dish
Order #4782,not_dish
Tandoori Roti,dish
Pre-Order,not_dish
Pepper Chicken,dish
Served Daily hit,not_dish
Sushi Roll,dish
Chicken Biryani,dish
Tandoori Roti,dish
Lamb Curry,dish
Taxes Extra career,not_dish
Chef's Special player,not_dish
Paneer Tikka,dish
Pre-Service,not_dish
New Arrival bad,not_dish
New Arrival career,not_dish
Taxes Extra always,not_dish
For Staff Only,not_dish
Chef's Special involve,not_dish
Paneer Tikka,dish
Cold whom,not_dish
Mutton Korma,dish
No Onion ahead,not_dish
Spicy both,not_dish
Lamb Curry,dish
Spicy among,not_dish
Butter Chicken,dish
Exclusive,not_dish
Hot near,not_dish
Tandoori Roti,dish
Lamb Curry,dish
Cold prevent,not_dish
No Service Charge,not_dish
Lamb Curry,dish
Cold move,not_dish
Price Varies then,not_dish
Sushi Roll,dish
Chicken Biryani,dish
Paneer Pasanda,dish
Cold turn,not_dish
Combo Offer whose,not_dish
Sushi Roll,dish
Fish Fry,dish
New Arrival whether,not_dish
Festival Offer,not_dish
Paneer Tikka,dish
Add-ons community,not_dish
Fish Fry,dish
Mutton Korma,dish
Chef's Special church,not_dish
Taxes Extra choose,not_dish
Chef's Special have,not_dish
New Arrival someone,not_dish
Mutton Korma,dish
Chef's Special how,not_dish
Served Daily either,not_dish
Fish Fry,dish
Butter Chicken,dish
Spicy include,not_dish
Tandoori Roti,dish
Served Daily chair,not_dish
Spicy side,not_dish
Mutton Korma,dish
Butter Chicken,dish
Sushi Roll,dish
Cold rock,not_dish
Taxes Extra organization,not_dish
House Special,not_dish
Taxes Extra keep,not_dish
Fish Fry,dish
Cold investment,not_dish
Mutton Korma,dish
Tandoori Roti,dish
Chef's Special painting,not_dish
Chicken Biryani,dish
No Service,not_dish
Sushi Roll,dish
Chef's Special we,not_dish
Add-ons somebody,not_dish
Mutton Korma,dish
Chicken Biryani,dish
No Onion accept,not_dish
Paneer Tikka,dish
Hot coach,not_dish
Price Varies cost,not_dish
Sushi Roll,dish
Mutton Korma,dish
Combo Offer million,not_dish
Margherita Pizza,dish
Hot attention,not_dish
Butter Chicken,dish
Lamb Curry,dish
Cold among,not_dish
Fried Rice,dish
Margherita Pizza,dish
Butter Chicken,dish
Spicy customer,not_dish
Hot series,not_dish
Serving Size consumer,not_dish
Chef's Special well,not_dish
Chef's Special work,not_dish
Margherita Pizza,dish
No Onion protect,not_dish
Cold side,not_dish
Margherita Pizza,dish
No Onion bag,not_dish
Cold real,not_dish
Paneer Tikka,dish
Chef's Special education,not_dish
Butter Chicken,dish
One by Two,not_dish
Dal Makhani,dish
Spicy door,not_dish
Margherita Pizza,dish
Chef's Special involve,not_dish
Served Daily effort,not_dish
Chicken Biryani,dish
Margherita Pizza,dish
Margherita Pizza,dish
Extra Cheese study,not_dish
Tandoori Roti,dish
Serving Size teacher,not_dish
Price Varies against,not_dish
Tandoori Roti,dish
New Arrival young,not_dish
Fish Fry,dish
Chef's Special protect,not_dish
Extra Cheese such,not_dish
Chef Name,not_dish
Cold store,not_dish
Dal Makhani,dish
Lamb Curry,dish
Chef's Special enter,not_dish
Margherita Pizza,dish
Spicy Mrs,not_dish
Combo Offer rich,not_dish
Taxes Extra measure,not_dish
Serving Size us,not_dish
Extra Cheese agree,not_dish
Taxes Extra heart,not_dish
Serving Size you,not_dish
Tandoori Roti,dish
Paneer Tikka,dish
Mutton Korma,dish
Paneer Tikka,dish
Dal Makhani,dish
Combo Offer including,not_dish
Serving Size foreign,not_dish
Mutton Korma,dish
No Onion card,not_dish
Served Daily large,not_dish
Lamb Curry,dish
Dal Khichdi,dish
Sushi Roll,dish
Cold image,not_dish
Margherita Pizza,dish
Chicken Biryani,dish
Butter Chicken,dish
Tandoori Roti,dish
Combo Offer truth,not_dish
Lamb Curry,dish
New Arrival enjoy,not_dish
Hot include,not_dish
Add-ons food,not_dish
Dal Makhani,dish
Hot treatment,not_dish
Chef's Special stop,not_dish
Chicken Biryani,dish
Chef's Special personal,not_dish
Taxes Extra usually,not_dish
Chicken Biryani,dish
Fish Fry,dish
Served Daily wife,not_dish
Dal Makhani,dish
Combo Offer should,not_dish
Sushi Roll,dish
Fish Fry,dish
Hot anyone,not_dish
Hot relate,not_dish
Serving Size develop,not_dish
Not For Sale,not_dish
Margherita Pizza,dish
Chicken Biryani,dish
Butter Chicken,dish
Serving Size effort,not_dish
Mutton Keema,dish
Price Varies response,not_dish
Mutton Korma,dish
Fish Fry,dish
Chef's Special effect,not_dish
Dal Makhani,dish
Fish and Chips,dish
Butter Chicken,dish
Paneer Tikka,dish
Chicken Biryani,dish
No Onion box,not_dish
Tandoori Roti,dish
Dal Makhani,dish
Taxes Extra yes,not_dish
Dal Makhani,dish
No Onion rock,not_dish
Add-ons note,not_dish
Price Varies experience,not_dish
Chicken Stroganoff,dish
No Onion unit,not_dish
Tandoori Roti,dish
Butter Chicken,dish
Fish Fry,dish
Dal Makhani,dish
Extra Cheese ten,not_dish
Mutton Korma,dish
Fish Fry,dish
Tandoori Roti,dish
Spicy employee,not_dish
No Onion century,not_dish
Page 4,not_dish
Dal Makhani,dish
Tandoori Roti,dish
Taxes Extra moment,not_dish
Mutton Korma,dish
Sushi Roll,dish
Butter Chicken,dish
Price Varies debate,not_dish
Butter Chicken,dish
Fish Fry,dish
New Arrival director,not_dish
Butter Chicken,dish
Cold series,not_dish
Fish Fry,dish
Served Daily forward,not_dish
Pindi Chole,dish
Taxes Extra finish,not_dish
Add-ons night,not_dish
Paneer Tikka,dish
Lamb Curry,dish
Lamb Curry,dish
Butter Chicken,dish
Serving Size operation,not_dish
Extra Cheese after,not_dish
Egg Toast,dish
Spicy reveal,not_dish
Cold moment,not_dish
Tandoori Roti,dish
Mutton Korma,dish
Margherita Pizza,dish
Mutton Korma,dish
New Arrival sure,not_dish
Dal Makhani,dish
Dhokla,dish
New Arrival figure,not_dish
Mutton Korma,dish
Hot nature,not_dish
Mutton Korma,dish
Hot challenge,not_dish
New Arrival country,not_dish
Grilled Fish,dish
Fish Fry,dish
Sushi Roll,dish
Aloo Tikki,dish
Taxes Extra determine,not_dish
Extra Cheese describe,not_dish
Tandoori Roti,dish
Mutton Korma,dish
Spicy popular,not_dish
Mutton Korma,dish
Price Varies hair,not_dish
Mutton Korma,dish
Price Varies mission,not_dish
Mutton Korma,dish
Fish Fry,dish
Chef's Special himself,not_dish
Mutton Korma,dish
Sushi Roll,dish
Serving Size from,not_dish
Sambhar Vada,dish
New Arrival cold,not_dish
Chicken Biryani,dish
Veg Cheese Grilled,dish
Dal Makhani,dish
Served Daily direction,not_dish
Spicy look,not_dish
Chicken Biryani,dish
Extra Cheese skill,not_dish
Butter Chicken,dish
Spicy color,not_dish
Lamb Curry,dish
Sushi Roll,dish
Cold south,not_dish
Spicy style,not_dish
Price Varies ahead,not_dish
Margherita Pizza,dish
Tandoori Roti,dish
Mutton Korma,dish
Chef's Special will,not_dish
Extra Cheese type,not_dish
Margherita Pizza,dish
Tandoori Veg Platter,dish
New Arrival fast,not_dish
Sushi Roll,dish
Butter Chicken,dish
Hot nice,not_dish
Butter Chicken,dish
Paneer Tikka,dish
Add-ons task,not_dish
New Arrival read,not_dish
Sushi Roll,dish
Taxes Extra once,not_dish
Chef's Special hour,not_dish
Cold guess,not_dish
Chicken Biryani,dish
Combo Offer task,not_dish
Tandoori Roti,dish
Mutton Korma,dish
Hot board,not_dish
Chef's Special bag,not_dish
Add-ons throughout,not_dish
Sushi Roll,dish
Add-ons assume,not_dish
Margherita Pizza,dish
Chicken Biryani,dish
Butter Chicken,dish
Lamb Curry,dish
Lamb Curry,dish
Chef's Special national,not_dish
Cold together,not_dish
Margherita Pizza,dish
Combo Offer suddenly,not_dish
Chicken Biryani,dish
Chicken Biryani,dish
Paneer Tikka,dish
Chef's Special always,not_dish
Show Less,not_dish
Tandoori Roti,dish
Tandoori Roti,dish
Vegetable Manchurian,dish
Tandoori Roti,dish
Dal Makhani,dish
Lamb Curry,dish
Taxes Extra traditional,not_dish
Lamb Curry,dish
Fish Fry,dish
Lamb Curry,dish
Paneer Tikka,dish
Extra Cheese not,not_dish
Dal Makhani,dish
Mutton Korma,dish
Spicy experience,not_dish
Butter Chicken,dish
Price Varies low,not_dish
Mutton Korma,dish
Lamb Curry,dish
Tandoori Roti,dish
Serving Size tend,not_dish
Extra Cheese color,not_dish
Dal Makhani,dish
Spicy itself,not_dish
New Arrival if,not_dish
Dal Makhani,dish
Taxes Extra after,not_dish
Lamb Curry,dish
Extra Cheese less,not_dish
Chicken Biryani,dish
Veggie Sub,dish
Chef's Special bill,not_dish
Spicy play,not_dish
Hot personal,not_dish
Cold those,not_dish
Hot however,not_dish
Mutton Korma,dish
Membership Offer,not_dish
Chef's Special stage,not_dish
Fish Fry,dish
Cold country,not_dish
Sambar Idli,dish
Fish Fry,dish
Price Varies loss,not_dish
Prawn Masala,dish
Served Daily audience,not_dish
Dal Makhani,dish
Price Varies individual,not_dish
Margherita Pizza,dish
Sushi Roll,dish
Cold song,not_dish
Hot resource,not_dish
Lamb Curry,dish
Cold run,not_dish
Sushi Roll,dish
Spicy class,not_dish
Serving Size white,not_dish
Chicken Biryani,dish
Paneer Tikka,dish
Spicy list,not_dish
Paneer Tikka,dish
Butter Chicken,dish
Mutton Korma,dish
Sushi Roll,dish
Mutton Korma,dish
Hot reduce,not_dish
Lamb Curry,dish
Schezwan Noodles,dish
New Arrival across,not_dish
New Arrival deal,not_dish
Paneer Tikka,dish
Spicy enough,not_dish
Dal Makhani,dish
Spicy find,not_dish
Cold design,not_dish
Mutton Korma,dish
Sushi Roll,dish
Sushi Roll,dish
Taxes Extra benefit,not_dish
Butter Chicken,dish
Fish Fry,dish
Sushi Roll,dish
Mutton Korma,dish
Lamb Curry,dish
Dal Makhani,dish
Taxes Extra state,not_dish
Chicken Biryani,dish
Serving Size opportunity,not_dish
Dal Makhani,dish
Sunday Closed,not_dish
Combo Offer bring,not_dish
Add-ons same,not_dish
Mutton Korma,dish
Fish Fry,dish
Combo Offer sea,not_dish
Chicken Biryani,dish
Dal Makhani,dish
Spicy girl,not_dish
Tandoori Roti,dish
No Onion spend,not_dish
No Onion source,not_dish
Price Varies they,not_dish
Dal Makhani,dish
Butter Chicken,dish
Margherita Pizza,dish
Price Varies rock,not_dish
Chicken Biryani,dish
Butter Chicken,dish
Combo Offer off,not_dish
Margherita Pizza,dish
Paneer Tikka,dish
Price Varies term,not_dish
Serving Size military,not_dish
Extra Spoons,not_dish
Margherita Pizza,dish
Combo Offer mother,not_dish
Spicy crime,not_dish
Price Varies material,not_dish
Add-ons fund,not_dish
Lamb Curry,dish
Paneer Tikka,dish
Spicy economy,not_dish
Combo Offer base,not_dish
Lamb Curry,dish
Cold author,not_dish
No Onion personal,not_dish
Sushi Roll,dish
Dal Makhani,dish
Dal Makhani,dish
Sushi Roll,dish
Cold instead,not_dish
Tandoori Roti,dish
Extra Cheese recent,not_dish
No MSG,not_dish
Taxes Extra worry,not_dish
Chef's Special create,not_dish
Chef's Special science,not_dish
Cold prevent,not_dish
Spicy can,not_dish
Hot growth,not_dish
Margherita Pizza,dish
Chicken Biryani,dish
No Reservation,not_dish
Hot specific,not_dish
Fish Fry,dish
Taxes Extra record,not_dish
Margherita Pizza,dish
Tandoori Roti,dish
Chicken Biryani,dish
Hot accept,not_dish
Serving Size idea,not_dish
Paneer Tikka,dish
Chicken Biryani,dish
Spicy memory,not_dish
Chicken Biryani,dish
Hot seven,not_dish
Chef's Special sell,not_dish
Dal Makhani,dish
Paneer Tikka,dish
New Arrival bill,not_dish
Chef's Special station,not_dish
Dal Makhani,dish
Sushi Roll,dish
Tandoori Roti,dish
Fish Fry,dish
Margherita Pizza,dish
Served Daily hospital,not_dish
Combo Offer firm,not_dish
Dal Makhani,dish
Sushi Roll,dish
Taxes Extra source,not_dish
Tandoori Roti,dish
New Arrival care,not_dish
Extra Cheese yourself,not_dish
Chicken Biryani,dish
QR Menu,not_dish
Paneer Tikka,dish
Masala Poori,dish
Lamb Curry,dish
Combo Offer theory,not_dish
Butter Chicken,dish
Chef's Special others,not_dish
Fish Fry,dish
Mutton Korma,dish
Mutton Korma,dish
Price Varies shoulder,not_dish
